ExternalID,Name,Description,Version,level,Parentnode,Is include
Fashion : Bags : Crossbody Bag : Zip Top : Polyester,Polyester,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Zip Top,TRUE
Fashion : Bags : Crossbody Bag : Zip Top : Pu,Pu,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Crossbody Bag : Zip Top,TRUE
Fashion : Bags : Fabric Shopper Bag,Fabric Shopper Bag,,TEST_extra_fashion_nodes,Sub Product Group,Fashion : Bags,TRUE
Fashion : Bags : Fabric Shopper Bag : Fabric Shopper,Fabric Shopper,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Fabric Shopper Bag,TRUE
Fashion : Bags : Fabric Shopper Bag : Fabric Shopper : Canvas,Canvas,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Fabric Shopper Bag : Fabric Shopper,TRUE
Fashion : Bags : Fabric Shopper Bag : Fabric Shopper : Cotton,Cotton,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Fabric Shopper Bag : Fabric Shopper,TRUE
Fashion : Bags : Keyring Small Accessories,Keyring Small Accessories,,TEST_extra_fashion_nodes,Sub Product Group,Fashion : Bags,TRUE
Fashion : Bags : Keyring Small Accessories : Keyring,Keyring,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Keyring Small Accessories,TRUE
Fashion : Bags : Keyring Small Accessories : Keyring : Cotton,Cotton,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Keyring Small Accessories : Keyring,TRUE
Fashion : Bags : Keyring Small Accessories : Keyring : Leather,Leather,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Keyring Small Accessories : Keyring,TRUE
Fashion : Bags : Keyring Small Accessories : Keyring : Plastic,Plastic,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Keyring Small Accessories : Keyring,TRUE
Fashion : Bags : Keyring Small Accessories : Keyring : Pu,Pu,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Keyring Small Accessories : Keyring,TRUE
Fashion : Bags : Lanyard Small Accessories,Lanyard Small Accessories,,TEST_extra_fashion_nodes,Sub Product Group,Fashion : Bags,TRUE
Fashion : Bags : Lanyard Small Accessories : Lanyard,Lanyard,,TEST_extra_fashion_nodes,OB Type,Fashion : Bags : Lanyard Small Accessories,TRUE
Fashion : Bags : Lanyard Small Accessories : Lanyard : Polyester,Polyester,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Lanyard Small Accessories : Lanyard,TRUE
Fashion : Bags : Lanyard Small Accessories : Lanyard : Pu,Pu,,TEST_extra_fashion_nodes,Type Detail,Fashion : Bags : Lanyard Small Accessories : Lanyard,TRUE
Fashion : Bags : Lifestyle Small Accessories,Lifestyle Small Accessories,,TEST_extra_fashion_nodes,Sub Product Group,Fashion : Bags,TRUE
