ExternalID,Name,Description,Version,level,Parentnode,Is include
Fashion : Bags : Crossbody Bag : Sling : Cotton,Cotton,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Sling,TRUE
Fashion : Bags : Crossbody Bag : Sling : Leather,Leather,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Sling,TRUE
Fashion : Bags : Crossbody Bag : Sling : Polyester,Polyester,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Sling,TRUE
Fashion : Bags : Crossbody Bag : Sling : Pu,Pu,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Sling,TRUE
Fashion : Bags : Crossbody Bag : Top Handle,Top Handle,,Oliver Bonas Update 2023,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Top Handle : Natural,Natural,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Top Handle,TRUE
Fashion : Bags : Crossbody Bag : Top Handle : Polyester,Polyester,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Top Handle,TRUE
Fashion : Bags : Crossbody Bag : Top Handle : Pu,Pu,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Top Handle,TRUE
Fashion : Bags : Crossbody Bag : Zip Top,Zip Top,,Oliver Bonas Update 2023,OB Type,Fashion : Bags : Crossbody Bag,TRUE
Fashion : Bags : Crossbody Bag : Zip Top : Leather,Leather,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Zip Top,TRUE
Fashion : Bags : Crossbody Bag : Zip Top : Nylon,Nylon,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Zip Top,TRUE
Fashion : Bags : Crossbody Bag : Zip Top : Polyester,Polyester,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Zip Top,TRUE
Fashion : Bags : Crossbody Bag : Zip Top : Pu,Pu,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Crossbody Bag : Zip Top,TRUE
Fashion : Bags : Fabric Shopper Bag,Fabric Shopper Bag,,Oliver Bonas Update 2023,Sub Product Group,Fashion : Bags,TRUE
Fashion : Bags : Fabric Shopper Bag : Fabric Shopper,Fabric Shopper,,Oliver Bonas Update 2023,OB Type,Fashion : Bags : Fabric Shopper Bag,TRUE
Fashion : Bags : Fabric Shopper Bag : Fabric Shopper : Canvas,Canvas,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Fabric Shopper Bag : Fabric Shopper,TRUE
Fashion : Bags : Fabric Shopper Bag : Fabric Shopper : Cotton,Cotton,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Fabric Shopper Bag : Fabric Shopper,TRUE
Fashion : Bags : Keyring Small Accessories,Keyring Small Accessories,,Oliver Bonas Update 2023,Sub Product Group,Fashion : Bags,TRUE
Fashion : Bags : Keyring Small Accessories : Keyring,Keyring,,Oliver Bonas Update 2023,OB Type,Fashion : Bags : Keyring Small Accessories,TRUE
Fashion : Bags : Keyring Small Accessories : Keyring : Cotton,Cotton,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Keyring Small Accessories : Keyring,TRUE
Fashion : Bags : Keyring Small Accessories : Keyring : Leather,Leather,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Keyring Small Accessories : Keyring,TRUE
Fashion : Bags : Keyring Small Accessories : Keyring : Plastic,Plastic,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Keyring Small Accessories : Keyring,TRUE
Fashion : Bags : Keyring Small Accessories : Keyring : Pu,Pu,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Keyring Small Accessories : Keyring,TRUE
Fashion : Bags : Lanyard Small Accessories,Lanyard Small Accessories,,Oliver Bonas Update 2023,Sub Product Group,Fashion : Bags,TRUE
Fashion : Bags : Lanyard Small Accessories : Lanyard,Lanyard,,Oliver Bonas Update 2023,OB Type,Fashion : Bags : Lanyard Small Accessories,TRUE
Fashion : Bags : Lanyard Small Accessories : Lanyard : Polyester,Polyester,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Lanyard Small Accessories : Lanyard,TRUE
Fashion : Bags : Lanyard Small Accessories : Lanyard : Pu,Pu,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Lanyard Small Accessories : Lanyard,TRUE
Fashion : Bags : Lifestyle Small Accessories,Lifestyle Small Accessories,,Oliver Bonas Update 2023,Sub Product Group,Fashion : Bags,TRUE
Fashion : Bags : Lifestyle Small Accessories : Glasses Case,Glasses Case,,Oliver Bonas Update 2023,OB Type,Fashion : Bags : Lifestyle Small Accessories,TRUE
Fashion : Bags : Lifestyle Small Accessories : Glasses Case : Cotton,Cotton,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Lifestyle Small Accessories : Glasses Case,TRUE
Fashion : Bags : Lifestyle Small Accessories : Glasses Case : Polyester,Polyester,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Lifestyle Small Accessories : Glasses Case,TRUE
Fashion : Bags : Lifestyle Small Accessories : Glasses Case : Polypropylene,Polypropylene,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Lifestyle Small Accessories : Glasses Case,TRUE
Fashion : Bags : Lifestyle Small Accessories : Glasses Case : Pu,Pu,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Lifestyle Small Accessories : Glasses Case,TRUE
Fashion : Bags : Lifestyle Small Accessories : Travel,Travel,,Oliver Bonas Update 2023,OB Type,Fashion : Bags : Lifestyle Small Accessories,TRUE
Fashion : Bags : Lifestyle Small Accessories : Travel : Cotton,Cotton,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Lifestyle Small Accessories : Travel,TRUE
Fashion : Bags : Lifestyle Small Accessories : Travel : Leather,Leather,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Lifestyle Small Accessories : Travel,TRUE
Fashion : Bags : Lifestyle Small Accessories : Travel : Natural,Natural,,Oliver Bonas Update 2023,Type Detail,Fashion : Bags : Lifestyle Small Accessories : Travel,TRUE
